BLJAPNOD_01899	smc01586
BLJAPNOD_06922	sma0967
BLJAPNOD_00223	smc01132
BLJAPNOD_02475	smc04326
BLJAPNOD_03597	smc02368
BLJAPNOD_02587	smc04227
BLJAPNOD_04733	smb21302
BLJAPNOD_05594	smb20370
BLJAPNOD_03613	smc00122
BLJAPNOD_04621	smb21278
BLJAPNOD_04075	smc03017
BLJAPNOD_01057	smc03209
BLJAPNOD_01449	smc02435
BLJAPNOD_03859	smc00859
BLJAPNOD_02877	smc00941
BLJAPNOD_03845	smc00992
BLJAPNOD_02860	smc01172
BLJAPNOD_03335	smc01909
BLJAPNOD_02234	smc04348
BLJAPNOD_02426	smc00805
BLJAPNOD_06052	smb20968
BLJAPNOD_03656	smc00114
BLJAPNOD_02030	smc01618
BLJAPNOD_03386	smc01780
BLJAPNOD_01111	smc04175
BLJAPNOD_00524	smc02833
BLJAPNOD_01562	smb20447
BLJAPNOD_02665	smc00171
BLJAPNOD_00470	smc02883
BLJAPNOD_02561	smc04234
BLJAPNOD_01122	smc02989
BLJAPNOD_04392	smb20345
BLJAPNOD_00345	smc00382
BLJAPNOD_02554	smc04239
BLJAPNOD_00991	smc04318
BLJAPNOD_00035	smc01428
BLJAPNOD_03303	smc01375
BLJAPNOD_00582	smc02566
BLJAPNOD_01491	smb20318
BLJAPNOD_01704	smc01516
BLJAPNOD_06860	smb20948
BLJAPNOD_00440	smc02911
BLJAPNOD_00750	smc03844
BLJAPNOD_04171	smb21654
BLJAPNOD_06577	smb21540
BLJAPNOD_06273	smb20711
BLJAPNOD_01432	smc02448
BLJAPNOD_05592	smb20368
BLJAPNOD_04812	smb21207
BLJAPNOD_01010	smc03117
BLJAPNOD_00880	smc03229
BLJAPNOD_03272	smc01348
BLJAPNOD_03815	smc00967
BLJAPNOD_05898	smb20965
BLJAPNOD_06122	smb20479
BLJAPNOD_02569	smc04307
BLJAPNOD_00357	smc00377
BLJAPNOD_04791	smb21182
BLJAPNOD_06822	smc02423
BLJAPNOD_04594	smb21259
BLJAPNOD_03015	smc02056
BLJAPNOD_00417	smc00333
BLJAPNOD_00704	smc03890
BLJAPNOD_06123	smb20480
BLJAPNOD_00628	smc02790
BLJAPNOD_01281	smc03974
BLJAPNOD_05648	smb20132
BLJAPNOD_06915	smb20617
BLJAPNOD_00181	smc01089
BLJAPNOD_00755	smc03849
BLJAPNOD_01720	smc01529
BLJAPNOD_01823	smc02728
BLJAPNOD_00493	smc02853
BLJAPNOD_04047	smc03045
BLJAPNOD_01627	smc01960
BLJAPNOD_06192	smb20768
BLJAPNOD_01347	smc00669
BLJAPNOD_00148	smc02176
BLJAPNOD_04768	smb21155
BLJAPNOD_06575	smb21542
BLJAPNOD_02162	smc01432
BLJAPNOD_00441	smc02910
BLJAPNOD_00762	smc03856
BLJAPNOD_02811	smc01217
BLJAPNOD_01329	smc00653
BLJAPNOD_03702	smc00037
BLJAPNOD_02740	smc00513
BLJAPNOD_04379	sma1718
BLJAPNOD_04059	smc03033
BLJAPNOD_04505	smb20483
BLJAPNOD_00112	smc02141
BLJAPNOD_00498	smc02856
BLJAPNOD_05309	smb21042
BLJAPNOD_06041	smb20599
BLJAPNOD_04306	smb20159
BLJAPNOD_02203	smc01404
BLJAPNOD_04486	sma1232
BLJAPNOD_06727	smb20148
BLJAPNOD_04811	smb21206
BLJAPNOD_00404	smc00340
BLJAPNOD_00339	smc00386
BLJAPNOD_05922	smb20499
BLJAPNOD_04645	smb21288
BLJAPNOD_00068	smc02246
BLJAPNOD_00343	smc00383
BLJAPNOD_02705	smc00475
BLJAPNOD_00220	smc01129
BLJAPNOD_03499	smc02548
BLJAPNOD_03283	smc01355
BLJAPNOD_01325	smc00649
BLJAPNOD_01425	smc00741
BLJAPNOD_01488	smb20315
BLJAPNOD_01236	smc03995
BLJAPNOD_04245	sma1272
BLJAPNOD_02807	smc01222
BLJAPNOD_04235	sma1245
BLJAPNOD_00623	smc02785
BLJAPNOD_00392	smc00350
BLJAPNOD_01385	smc00701
BLJAPNOD_02605	smc04210
BLJAPNOD_06094	smb20431
BLJAPNOD_02907	smc00243
BLJAPNOD_02730	smc00496
BLJAPNOD_03190	smc01278
BLJAPNOD_00859	smb20059
BLJAPNOD_06239	smc03186
BLJAPNOD_05810	smc02893
BLJAPNOD_02679	smc00184
BLJAPNOD_05924	smb20497
BLJAPNOD_00509	smc02864
BLJAPNOD_02158	sma1683
BLJAPNOD_01077	smc03191
BLJAPNOD_02233	smb20715
BLJAPNOD_01785	smb20847
BLJAPNOD_05002	smb21565
BLJAPNOD_01435	smc02444
BLJAPNOD_00474	smc02879
BLJAPNOD_00490	smc02851
BLJAPNOD_06431	sma2257
BLJAPNOD_03873	smc00873
BLJAPNOD_01594	smc01975
BLJAPNOD_04472	smb20039
BLJAPNOD_01289	smc03968
BLJAPNOD_01208	smc04020
BLJAPNOD_02861	smc01171
BLJAPNOD_01071	smc03197
BLJAPNOD_01883	smc02682
BLJAPNOD_04494	smb20364
BLJAPNOD_05645	smb20134
BLJAPNOD_00438	smc02913
BLJAPNOD_06546	smb21019
BLJAPNOD_00915	smc02501
BLJAPNOD_02701	smc00471
BLJAPNOD_00239	smc01145
BLJAPNOD_05640	smb20126
BLJAPNOD_00070	smc02244
BLJAPNOD_04766	smb21151
BLJAPNOD_03479	smc00564
BLJAPNOD_01220	smc04009
BLJAPNOD_06076	smb20580
BLJAPNOD_00193	smc01101
BLJAPNOD_05027	smb22024
BLJAPNOD_02888	smc00952
BLJAPNOD_01984	smc01650
BLJAPNOD_00883	smc03226
BLJAPNOD_03901	smc00898
BLJAPNOD_02814	smc01214
BLJAPNOD_03030	smc02071
BLJAPNOD_04170	smb21653
BLJAPNOD_03290	smc01363
BLJAPNOD_01044	smc03145
BLJAPNOD_06563	smb21311
BLJAPNOD_04157	smb20719
BLJAPNOD_02966	smc00256
BLJAPNOD_05989	smb20613
BLJAPNOD_06556	smb21318
BLJAPNOD_02629	smc00147
BLJAPNOD_01297	smc04081
BLJAPNOD_06823	smc02421
BLJAPNOD_03638	smc00116
BLJAPNOD_04535	smb21132
BLJAPNOD_00746	smc03838
BLJAPNOD_00348	smc00380
BLJAPNOD_00558	smc02589
BLJAPNOD_00077	smc02237
BLJAPNOD_00260	smc01158
BLJAPNOD_06820	smc02427
BLJAPNOD_01192	smc04044
BLJAPNOD_05007	smc00278
BLJAPNOD_02559	smc04235
BLJAPNOD_02703	smc00473
BLJAPNOD_03000	smc00297
BLJAPNOD_03294	smc01367
BLJAPNOD_00725	smc03871
BLJAPNOD_03934	smc00827
BLJAPNOD_04590	smb21254
BLJAPNOD_05651	smb20137
BLJAPNOD_05899	smb21372
BLJAPNOD_06675	smc01546
BLJAPNOD_01835	smc02720
BLJAPNOD_03898	smc00895
BLJAPNOD_02402	sma2287
BLJAPNOD_00533	smc02824
BLJAPNOD_04620	smb21277
BLJAPNOD_02755	smc00527
BLJAPNOD_05987	smb20615
BLJAPNOD_02524	sma1209
BLJAPNOD_01101	smc03167
BLJAPNOD_03481	smc00562
BLJAPNOD_04176	smb21645
BLJAPNOD_00711	smc03883
BLJAPNOD_06527	sma0372
BLJAPNOD_04228	smb20985
BLJAPNOD_06505	smc01412
BLJAPNOD_03926	smc00926
BLJAPNOD_00699	smc03896
BLJAPNOD_04980	smb21008
BLJAPNOD_06719	smb20141
BLJAPNOD_01391	smc00707
BLJAPNOD_04760	smb21145
BLJAPNOD_00458	smc00744
BLJAPNOD_06079	smb20577
BLJAPNOD_00159	smc01716
BLJAPNOD_05365	smc03282
BLJAPNOD_01694	smc01507
BLJAPNOD_06015	smb20271
BLJAPNOD_04659	smb21297
BLJAPNOD_04746	smb21303
BLJAPNOD_03066	smc02108
BLJAPNOD_03689	sma1935
BLJAPNOD_06863	smb20950
BLJAPNOD_02895	smc00232
BLJAPNOD_05167	sma1332
BLJAPNOD_04810	smb21205
BLJAPNOD_01217	smc04012
BLJAPNOD_01976	smc01658
BLJAPNOD_01123	smc02986
BLJAPNOD_01779	smb20873
BLJAPNOD_00038	smc02274
BLJAPNOD_02682	smc00186
BLJAPNOD_03437	smc00605
BLJAPNOD_02271	smb20915
BLJAPNOD_01820	smc02732
BLJAPNOD_06064	smb21634
BLJAPNOD_05103	smb20214
BLJAPNOD_01417	smc00735
BLJAPNOD_01434	smc02445
BLJAPNOD_03150	smc01011
BLJAPNOD_01363	smc00676
BLJAPNOD_01407	smc00724
BLJAPNOD_05146	smc00956
BLJAPNOD_00513	smc02846
BLJAPNOD_01954	smc01669
BLJAPNOD_00391	smc00351
BLJAPNOD_06100	smb20425
BLJAPNOD_01196	smc04041
BLJAPNOD_06048	smb20972
BLJAPNOD_04534	smb21131
BLJAPNOD_02401	sma2289
BLJAPNOD_02446	smc04339
BLJAPNOD_00560	smc02587
BLJAPNOD_03373	smc01793
BLJAPNOD_06039	smc02024
BLJAPNOD_04960	smb20707
BLJAPNOD_05934	smb21494
BLJAPNOD_03275	smc01350
BLJAPNOD_05998	smb20509
BLJAPNOD_02504	smc04278
BLJAPNOD_06188	smb20772
BLJAPNOD_00527	smc02830
BLJAPNOD_01087	smc03179
BLJAPNOD_02904	smc00241
BLJAPNOD_00724	smc03872
BLJAPNOD_01707	smc01519
BLJAPNOD_06817	smb20684
BLJAPNOD_06177	smb20938
BLJAPNOD_00471	smc02882
BLJAPNOD_06316	smc03278
BLJAPNOD_06392	sma0265
BLJAPNOD_03513	smc02565
BLJAPNOD_01490	smb20317
BLJAPNOD_01760	smb20888
BLJAPNOD_01864	smc02696
BLJAPNOD_03774	smc00020
BLJAPNOD_05440	smc02650
BLJAPNOD_03842	smc00994
BLJAPNOD_01711	smb20329
BLJAPNOD_03527	smc02637
BLJAPNOD_06866	smb20955
BLJAPNOD_01112	smc03159
BLJAPNOD_03392	smc01775
BLJAPNOD_06896	sma0972
BLJAPNOD_02500	smc04279
BLJAPNOD_02529	smc04260
BLJAPNOD_02820	smc01212
BLJAPNOD_00861	smb20058
BLJAPNOD_03507	smc02555
BLJAPNOD_01436	smc02443
BLJAPNOD_00730	smc03866
BLJAPNOD_00094	smc02225
BLJAPNOD_01872	smc02692
BLJAPNOD_01629	smc01955
BLJAPNOD_02792	smc01231
BLJAPNOD_05631	sma0630
BLJAPNOD_03629	smc00057
BLJAPNOD_00757	smc03851
BLJAPNOD_04648	smb21291
BLJAPNOD_02441	smc04347
BLJAPNOD_01366	smc00679
BLJAPNOD_06885	sma1306
BLJAPNOD_03602	smc02363
BLJAPNOD_03850	smc00852
BLJAPNOD_04650	smb21293
BLJAPNOD_06040	smb20598
BLJAPNOD_03357	smc01807
BLJAPNOD_05112	smc04291
BLJAPNOD_05848	smb20033
BLJAPNOD_01692	smc01505
BLJAPNOD_04025	smc03060
BLJAPNOD_02663	smc00170
BLJAPNOD_02131	smc01460
BLJAPNOD_00180	smc01732
BLJAPNOD_01389	smc00705
BLJAPNOD_00201	smc01109
BLJAPNOD_01776	smb20876
BLJAPNOD_02152	smc01438
BLJAPNOD_05868	sma2355
BLJAPNOD_03090	smc01054
BLJAPNOD_00481	smc02872
BLJAPNOD_03002	smc00299
BLJAPNOD_02265	smc04341
BLJAPNOD_03144	smc01017
BLJAPNOD_06209	smb20754
BLJAPNOD_06644	smb21110
BLJAPNOD_06043	smb20977
BLJAPNOD_05085	smb20619
BLJAPNOD_03512	smc02561
BLJAPNOD_03480	smc00563
BLJAPNOD_02773	smc01242
BLJAPNOD_06108	smb21436
BLJAPNOD_03902	smc00930
BLJAPNOD_04757	smb21143
BLJAPNOD_01981	smc01653
BLJAPNOD_02743	smc00516
BLJAPNOD_01352	smc00674
BLJAPNOD_01132	smc02980
BLJAPNOD_06908	sma0952
BLJAPNOD_00405	smc00339
BLJAPNOD_03048	smc02090
BLJAPNOD_01328	smc00652
BLJAPNOD_06238	smc03185
BLJAPNOD_06633	smc01204
BLJAPNOD_04780	smb21170
BLJAPNOD_03487	smc00556
BLJAPNOD_06844	smc04201
BLJAPNOD_04180	smb21649
BLJAPNOD_02858	smc01174
BLJAPNOD_00495	smc02855
BLJAPNOD_04624	smb21280
BLJAPNOD_02532	smc04257
BLJAPNOD_02289	smb20475
BLJAPNOD_01884	smc02681
BLJAPNOD_03621	smc00061
BLJAPNOD_03291	smc01364
BLJAPNOD_01159	smc03929
BLJAPNOD_04787	smb21179
BLJAPNOD_02677	smc00182
BLJAPNOD_00820	smc03782
BLJAPNOD_03501	smc02550
BLJAPNOD_01145	smc03943
BLJAPNOD_01873	smc02691
BLJAPNOD_01917	smc01566
BLJAPNOD_00439	smc02912
BLJAPNOD_00255	smc01155
BLJAPNOD_02147	smc01442
BLJAPNOD_05364	smc03281
BLJAPNOD_00057	smc02255
BLJAPNOD_05359	sma0738
BLJAPNOD_03508	smc02556
BLJAPNOD_00627	smc02789
BLJAPNOD_03175	smc01263
BLJAPNOD_04840	smc04269
BLJAPNOD_04813	smb21208
BLJAPNOD_01061	smc03206
BLJAPNOD_02359	smc04187
BLJAPNOD_03675	smc00107
BLJAPNOD_03422	smc00620
BLJAPNOD_00919	smc02504
BLJAPNOD_03888	smc00887
BLJAPNOD_03830	smc00980
BLJAPNOD_02710	smc00483
BLJAPNOD_04511	smb20489
BLJAPNOD_03932	smc00829
BLJAPNOD_04347	smc03937
BLJAPNOD_02519	smc04265
BLJAPNOD_00751	smc03845
BLJAPNOD_06821	smc02424
BLJAPNOD_06888	sma1311
BLJAPNOD_02699	smc00469
BLJAPNOD_06549	smb21023
BLJAPNOD_00146	smc02174
BLJAPNOD_03784	smc00016
BLJAPNOD_04489	sma0254
BLJAPNOD_02562	smc04233
BLJAPNOD_04317	smb20151
BLJAPNOD_01846	smc02711
BLJAPNOD_01712	smb20330
BLJAPNOD_02076	smc01854
BLJAPNOD_06182	smb20568
BLJAPNOD_01073	smc03195
BLJAPNOD_06857	smb20945
BLJAPNOD_00698	smc03900
BLJAPNOD_01583	smc01986
BLJAPNOD_00268	smc01162
BLJAPNOD_02911	smc00316
BLJAPNOD_00398	smc00347
BLJAPNOD_01335	smc00658
BLJAPNOD_00658	smc04083
BLJAPNOD_00127	sma2329
BLJAPNOD_00316	smc00460
BLJAPNOD_01096	smb20608
BLJAPNOD_03697	smc00039
BLJAPNOD_03094	smc01049
BLJAPNOD_04233	smb21114
BLJAPNOD_06522	sma5019
BLJAPNOD_02525	sma1208
BLJAPNOD_03864	smc00865
BLJAPNOD_03831	smc00981
BLJAPNOD_04253	sma1285
BLJAPNOD_03179	smc01268
BLJAPNOD_01955	smc01668
BLJAPNOD_02905	smc00242
BLJAPNOD_01876	smc02688
BLJAPNOD_04307	smb20158
BLJAPNOD_03669	smc00108
BLJAPNOD_03989	smc00782
BLJAPNOD_00484	smc02869
BLJAPNOD_00037	smc02275
BLJAPNOD_02621	smc00142
BLJAPNOD_00906	smc02489
BLJAPNOD_06423	smb21330
BLJAPNOD_00766	smc03857
BLJAPNOD_01766	smb20885
BLJAPNOD_00485	smc02868
BLJAPNOD_04635	smb21281
BLJAPNOD_01400	smc00716
BLJAPNOD_01746	smb20894
BLJAPNOD_00873	smc03236
BLJAPNOD_01781	smc01989
BLJAPNOD_01102	smc03166
BLJAPNOD_05981	sma0143
BLJAPNOD_05275	sma1037
BLJAPNOD_05876	smb20313
BLJAPNOD_05026	smb21489
BLJAPNOD_05045	smc00939
BLJAPNOD_02741	smc00514
BLJAPNOD_00124	smb20335
BLJAPNOD_04305	smb20160
BLJAPNOD_06196	smb20764
BLJAPNOD_03723	smc00095
BLJAPNOD_02837	smc01189
BLJAPNOD_03763	smc00081
BLJAPNOD_03103	smc01040
BLJAPNOD_05277	sma1041
BLJAPNOD_01397	smc00713
BLJAPNOD_05324	sma0089
BLJAPNOD_01975	smc01659
BLJAPNOD_02064	smc01843
BLJAPNOD_03887	smc00929
BLJAPNOD_00225	smc01134
BLJAPNOD_06658	sma1243
BLJAPNOD_04169	smb21652
BLJAPNOD_06905	sma0956
BLJAPNOD_01514	smb21091
BLJAPNOD_06856	smb20944
BLJAPNOD_00028	smc02309
BLJAPNOD_00487	smc02866
BLJAPNOD_03948	smc00810
BLJAPNOD_01780	smb20872
BLJAPNOD_03848	smc00850
BLJAPNOD_00744	smc03836
BLJAPNOD_04591	smb21255
BLJAPNOD_03468	smc00575
BLJAPNOD_00688	smc04389
BLJAPNOD_04820	smb21214
BLJAPNOD_01215	smc04014
BLJAPNOD_05550	sma0616
BLJAPNOD_03419	smc00621
BLJAPNOD_03732	smc00092
BLJAPNOD_03013	smc02054
BLJAPNOD_02266	smc04338
BLJAPNOD_00200	smc01108
BLJAPNOD_02301	smb20029
BLJAPNOD_01848	smc02707
BLJAPNOD_04817	smb21211
BLJAPNOD_00374	smc00362
BLJAPNOD_04970	smc04295
BLJAPNOD_01330	smc00654
BLJAPNOD_02737	smc00510
BLJAPNOD_01093	smc03174
BLJAPNOD_01659	smc01832
BLJAPNOD_00953	smc03086
BLJAPNOD_00800	smc03797
BLJAPNOD_00080	smc02234
BLJAPNOD_03978	smc00791
BLJAPNOD_06018	smb20603
BLJAPNOD_01242	smc03991
BLJAPNOD_04730	smb21299
BLJAPNOD_02716	smc00534
BLJAPNOD_04617	smb21274
BLJAPNOD_02066	smc01845
BLJAPNOD_02597	smc04217
BLJAPNOD_04490	smb20990
BLJAPNOD_04845	smc04136
BLJAPNOD_01079	smc03189
BLJAPNOD_03301	smc01373
BLJAPNOD_00720	smc03876
BLJAPNOD_02189	smc01414
BLJAPNOD_02975	smc00288
BLJAPNOD_01279	smc03975
BLJAPNOD_01027	sma0670
BLJAPNOD_01401	smc00717
BLJAPNOD_01856	smc02702
BLJAPNOD_06576	smb21541
BLJAPNOD_03456	smc00589
BLJAPNOD_02182	smc01424
BLJAPNOD_00952	smc03085
BLJAPNOD_00931	smc02511
BLJAPNOD_01796	smb20998
BLJAPNOD_01904	smc01583
BLJAPNOD_00141	smc02169
BLJAPNOD_03263	smc01335
BLJAPNOD_03878	smc00879
BLJAPNOD_05136	smb21455
BLJAPNOD_06540	smc01714
BLJAPNOD_00204	smc01112
BLJAPNOD_00177	smc01730
BLJAPNOD_05539	smc03279
BLJAPNOD_03858	smc00858
BLJAPNOD_05190	smb20835
BLJAPNOD_03006	smc02050
BLJAPNOD_03876	smc00877
BLJAPNOD_03475	smc00568
BLJAPNOD_02403	smc04181
BLJAPNOD_01885	smc03744
BLJAPNOD_00052	smc02260
BLJAPNOD_03446	smc00596
BLJAPNOD_00208	smc01116
BLJAPNOD_06110	smb21434
BLJAPNOD_02734	smc00507
BLJAPNOD_03284	smc01356
BLJAPNOD_03195	smc01283
BLJAPNOD_03601	smc02364
BLJAPNOD_01773	smb20878
BLJAPNOD_00719	smc03877
BLJAPNOD_01644	smc01949
BLJAPNOD_01142	smc02976
BLJAPNOD_05842	smb21497
BLJAPNOD_02037	smc01609
BLJAPNOD_02444	smc04342
BLJAPNOD_00455	smc02897
BLJAPNOD_05653	smb20135
BLJAPNOD_06124	smb20481
BLJAPNOD_02148	smc01441
BLJAPNOD_03142	smc01019
BLJAPNOD_03792	smc00450
BLJAPNOD_03761	smc00022
BLJAPNOD_00826	smc03775
BLJAPNOD_03380	smc01786
BLJAPNOD_00100	smc02219
BLJAPNOD_00862	smb20057
BLJAPNOD_01365	smc00678
BLJAPNOD_01021	sma0626
BLJAPNOD_00768	smc03859
BLJAPNOD_04417	smb21491
BLJAPNOD_06465	smc00955
BLJAPNOD_03401	smc01766
BLJAPNOD_03668	smc00109
BLJAPNOD_04102	smc02317
BLJAPNOD_00387	smc00353
BLJAPNOD_02261	sma1919
BLJAPNOD_00130	smc02160
BLJAPNOD_03069	smc02111
BLJAPNOD_00821	smc03781
BLJAPNOD_01046	smc03147
BLJAPNOD_04264	smb20080
BLJAPNOD_02851	smc01180
BLJAPNOD_05755	sma0599
BLJAPNOD_02398	smc01944
BLJAPNOD_01244	smc03989
BLJAPNOD_02157	smc01435
BLJAPNOD_04769	smb21156
BLJAPNOD_02141	smc01451
BLJAPNOD_05752	sma2023
BLJAPNOD_01587	smc01982
BLJAPNOD_00319	smc00396
BLJAPNOD_02199	smc01493
BLJAPNOD_00342	smc00384
BLJAPNOD_04779	smb21166
BLJAPNOD_03506	smc02554
BLJAPNOD_00552	smc04124
BLJAPNOD_03484	smc00559
BLJAPNOD_06655	smb21089
BLJAPNOD_02690	smc00194
BLJAPNOD_01867	smc02694
BLJAPNOD_04977	smb21005
BLJAPNOD_00376	smc00360
BLJAPNOD_06548	smb21022
BLJAPNOD_01154	smc03934
BLJAPNOD_01156	smc03932
BLJAPNOD_03541	smc02655
BLJAPNOD_00025	smc02312
BLJAPNOD_03070	smc02112
BLJAPNOD_06026	smb20994
BLJAPNOD_00565	smc02582
BLJAPNOD_02304	smc04316
BLJAPNOD_01933	smc01556
BLJAPNOD_04481	sma1241
BLJAPNOD_00772	smc03863
BLJAPNOD_04958	smb20048
BLJAPNOD_00542	smc04114
BLJAPNOD_02140	smc01452
BLJAPNOD_02495	smc04286
BLJAPNOD_01431	smc02449
BLJAPNOD_00512	smc02848
BLJAPNOD_02610	smc00132
BLJAPNOD_06757	smb20931
BLJAPNOD_04711	sma0997
BLJAPNOD_00046	smc02266
BLJAPNOD_03871	smc00872
BLJAPNOD_06255	sma1120
BLJAPNOD_00650	smc04092
BLJAPNOD_01702	smc01514
BLJAPNOD_05598	sma1103
BLJAPNOD_01108	smc03161
BLJAPNOD_02417	smc04178
BLJAPNOD_06846	smc01488
BLJAPNOD_00793	smc03800
BLJAPNOD_04355	smb20024
BLJAPNOD_03385	smc01781
BLJAPNOD_04646	smb21289
BLJAPNOD_02626	smc00145
BLJAPNOD_03608	smc00065
BLJAPNOD_03916	smc00916
